관광지명,주소,상세정보,해시태그_sub,평균별점,주소_동별,연락처,위도,경도,해시태그,상세페이지_url
트라이브,제주특별자치도 제주시 애월읍 애월로 11,"트라이브는 애월 해안가에 위치한 카페로 제주스러움을 가득 담은 카페다. 오션뷰를 잔뜩 담은 트라이브는 빈티지한 소품과 각종 굿즈가 눈에 띄는 곳이다.다양한 조명으로 구성된 실내는 따뜻함을 주어 반려동물과의 휴식공간으로 제격이다. 2층을 올라가 보면 제주 바다가 한가득 보이는데 에메랄드 바다가 너무 깨끗해 바닥이 다 보이는 느낌을 준다. 남녀노소 누구나 좋아할 다양한 메뉴 중에서 수플레는 트라이브의 메인 디저트이다. 한라봉과 돌하르방 수플레로 다양한 색감과 맛을 가진 수플레는 달콤한 시럽을 더해 눈과 입을 다 사로잡는 메뉴이다. 또한, 한라봉 소르베에이드는 제주의 바람처럼 상큼하고 청량해 인기 만점이다.","반려동물,반려동물동반입장,빈티지소품,굿즈,오션뷰,스풀레,한라봉소르베에이드,반려동물동반_식당카페,음식,카페",별점(5점만점에 5점),애월읍 애월리,(+82) 064-799-1031,33.4601140551333,126.311231581006,"['#반려동물', '#반려동물동반입장', '#빈티지소품', '#굿즈', '#오션뷰', '#스풀레', '#한라봉소르베에이드', '#반려동물동반_식당카페', '#음식', '#카페']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000014313&menuId=DOM_000001718000000000#p54
"판포오름 (널개오름, 板浦岳)",제주특별자치도 제주시 한경면 판포리 934,"오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.
또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.
이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.


소가 누워있는 모양새의 오름

지명인 널개를 한자음으로 판포라고 하여 판포오름 또는 널개오름이라고 하는 이 곳은 표고 93.2m이며, 판포리에 위치해 있다. 널개는 넓다는 뜻의 ‘너른’과 포구라는 뜻의 ‘개’가 합쳐져 생긴 말이다.

판포오름은 두 개의 산체로 나눠져 있는데, 주봉은 소가 누워있는 모양새를 가지고 있어 고지오름이라고도 불리며, 부봉은 불오름이라 불린다. 동쪽으로 입구가 벌어진 말굽형 분화구로, 화구에는 농경지로 개간이 되었으며, 주로 마늘과 선인장을 재배한다. 또한 울창하게 우거진 해송과 삼나무, 그리고 아카시아 나무가, 남동쪽에는 묘들이 자리 잡고 있다.

널찍하고 평탄한 능선에는 목초지가 조성되어 있고, 안개가 살짝 드리운 저지오름을 관찰할 수 있다. 숲 방향을 따라 안으로 들어가다 보면 오순도순 모여있는 판포마을이 멀리서 보인다. 묘가 있는 자리의 풍경은 비양도와 한림의 모습이 한눈에 펼쳐진다.
제주시에서 출발한다면 제주시외버스터미널에서 202번 버스를 타고 판포리 상동정류장에서 하차하면 된다. 하차한 뒤 조수리 방향으로 약 1.5km를 걸으면 왼편에 오름 표지석이 세워져 있는 것을 발견할 수 있는데, 더 지나다 보면 농로가 보인다. 농로를 쭉 따라가다 보면 오름 기슭에 도달한다.","오름,걷기,등산,자연경관,도보여행,도보",별점(5점만점에 5점),한경면 판포리,(+82) 064-773-1936,33.3570609806564,126.213633059317,"['#오름', '#걷기/등산', '#자연경관', '#도보여행', '#도보']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500660&menuId=DOM_000001718000000000#p54
팜핑제주,제주특별자치도 서귀포시 중산간서로400번길 105,"대중교통 이용시 중문관광단지, 서귀포 시외버스터미널 무료 픽업서비스 제공한다.","야영장,캠핑장,숙소,언택트,캠핑,바비큐,교통,공공와이파이존,부대시설",별점(5점만점에 5점),도순동,(+82) 070-4101-1060,33.2689377459544,126.472568459604,"['#야영장', '#캠핑장', '#숙소', '#언택트', '#캠핑', '#바비큐', '#교통', '#공공와이파이존', '#부대시설']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000020597&menuId=DOM_000001718000000000#p54
평화통일 불사리탑,제주특별자치도 제주시 조천읍 일주동로 884,"평화통일 불사리탑은 반구형으로 건립한 불교사원으로 1998년 8월 15일 완공되었다.
탑은 민족의 영산 백두의 천지에 정 방향으로 맞추어 건축했고 한라산과 백두산이 불사리탑을 축으로 서로 일직선상에 놓이도록 했다.
탑의 높이는 33M로 33천을 의미하며 바닥의 면적은 360평으로 불법의 원융무애를 상징한다.
탑신을 장엄한 기와만불은 스님과 불자들이 4년여 동안 직접 조각하였다.
평화통일 불사리탑은 남과 북의 평화통일의 기원성지이자 조선시대 불교의 등불을 되살린 허웅당 보우대선사와 환성당 지안대종사가
순교한 성지이며 세계 법화경 사경운동의 발상지로 거듭 나고 있는 곳으로 매년 8. 15일이 되면 전국의 불자들이 사경한 법화경을
봉안하는 법회를 개최하는 곳으로 유명하다.","문화유적지,맑음,문화관광,역사유적",별점(5점만점에 5점),조천읍 조천리,(+82) 064-782-9110,33.5315101305087,126.636877767573,"['#문화유적지', '#맑음', '#문화관광', '#역사유적']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500665&menuId=DOM_000001718000000000#p54
플레이박스VR,제주특별자치도 제주시 은수길 69,"플레이박스VR은 제주도와 VR이 결합한 가상현실 체험파크로 99%싱크로율을 자랑하는 고퀄리티 VR을 체험할 수 있다. 10년동안 기술개발에 매진하여 몰이감이 높고 어지러운 증상을 느끼지 않는 VR기술을 구현하였으며, 11가지의 다양한 VR을 체험 할 수 있다.

수목원테마파크 2,3층에 입점하고 있어, 수목원테마파크 입장권이 포함된 통합이용권을 구매하거나, 기본 입장권 구매 후 필요에 따라 VR체험권을 따로 구매할 수도 있다. 2층에는 롤러코스터와 슈팅게임, 드론 조종 등의 체험이 가능하며, 3층에서는 VR서바이벌 게임과  VR4D 어트랙션 체험을 할 수 있다.","실내,테마공원,아이,비,눈,흐림,사계절,실내관광지,어린이,어트랙션",별점(5점만점에 5점),연동,(+82) 064-903-2080,33.4706512530824,126.488216892137,"['#실내', '#테마공원', '#아이', '#비.눈', '#흐림', '#사계절', '#실내관광지', '#어린이', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022726&menuId=DOM_000001718000000000#p54
핀크스 골프클럽,제주특별자치도 서귀포시 안덕면 산록남로 863,"2005년 미국 골프다이제스트와 영국 골프월드에 의해 국내 최초 세계 100대 골프장에 선정되는 등 한국 골프의 수준을 세계적으로 끌어올렸다는 평가를 받고 있는 골프장이다. 
세계적으로 170여개의 골프코스를 설계한 미국 테오도르 로빈슨이 생애 마지막으로 남긴 핀크스 골프클럽의 총 27개 코스는 그의 모든 열정과 노하우를 바탕으로 월드 골프코스의 전통성에 21세기형 골프의 신개념을 접목시켜 완성되었으며 코스 배치의 절묘함과 적절한 균형, 그리고 난이도가 어우러져 있다. 
산 중턱의 넓은 초원, 한라산과 바다 그리고 오름들의 아름다운 풍경이 파노라마처럼 펼쳐져 있다.","골프,액티비티,체험,레저,체험,어트랙션,럭셔리트래블인제주",별점(5점만점에 4점),안덕면 상천리,(+82) 064-792-5200,33.3053604674639,126.393685407938,"['#골프', '#액티비티', '#체험', '#레저/체험', '#어트랙션', '#럭셔리트래블인제주']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500672&menuId=DOM_000001718000000000#p55
하도어촌체험마을,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,"제주시 구좌읍 해맞이해안로에 위치한 풍요로운 해녀 마을인 하도 어촌체험마을. 이곳은 해양수산부가 지정한 유료 체험장으로 무단출입이 금지되어 있으니, 꼭 입장권을 끊고 들어야 한다. 하도어촌체험마을에서는 바릇잡이(낮은 바다에서 채집할 수 있는 조개, 보말, 게, 소라 등을 잡는 것) 이외에도 바다에 담을 쌓아 밀물 때 밀려온 고기 떼를 썰물 때 잡는 원담체험, 신선한 해산물을 바로 구워 맛볼 수 있는 불턱체험, 갯바위에서 즐기는 대나무 줄 낚시가 있다.

또한, 스노클링체험, 해녀물질체험, 바다카약체험, 카약낚시, 세 명이 한 번에 탈 수 있는 삼둥이페달보트, 스노클링, 패들을 돌려 보드를 타는 패들보드서핑 등 다채로운 체험이 가능하다. 구좌 하도 어촌계에서는 홈페이지를 운영하고 있어 어떤 어촌 체험이 있는지 직접 확인해볼 수 있다. 체험에 따라서는 사전 예약이 필수인 활동들이 있기 때문에 홈페이지나 전화로 사전 예약하는 것을 권장한다. 하도어촌계는 해녀체험 후 잡은 해산물을 그 자리에서 바로 삶아 즉석에서 맛볼 수도 있다.","경관,포토,체험관광,액티비티,바릇잡이,낚시,체험,레저,체험,포토스팟,어트랙션,러닝홀리데이인제주",별점(5점만점에 4점),구좌읍 하도리,(+82) 064-783-1996,33.5200306068917,126.904051568177,"['#경관/포토', '#체험관광', '#액티비티', '#바릇잡이', '#낚시', '#체험', '#레저/체험', '#포토스팟', '#어트랙션', '#러닝홀리데이인제주']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000007191&menuId=DOM_000001718000000000#p55
한국야구명예전당(야구박물관),제주특별자치도 서귀포시 중산간서로 97-1,"한국 야구에 관한 역사와 명예를 되짚어보다

서귀포 청소년수련관 1층에 위치하고 있는 한국 야구 명예의 전당은 100년이 넘은 역사의 국민 스포츠 야구를
서귀포에 다양한 야구 관련 시설을 설치함으로 야구의 메카로 자리매김하겠다는 서귀포시 의지에 감동해,
전 LG 프로야구 이광환 감독이 자신이 운영하고 있던 ‘야구의 집’ 물품을 대량으로 기증하면서 야구 박물관으로써의 모습을 갖추게 되었다.

박물관의 전시실에는 야구의 역사와 관련된 사진은 물론 글러브, 유니폼, 주요 경기에 나간 선수들 사진과 사인 볼 등
야구의 열렬히 팬이라면 누구나 혹할만한 다양한 물품이 전시되어 있다.","실내,미술,박물관,비,눈,실내관광지,문화관광,박물관,어트랙션",별점(5점만점에 4점),강정동,(+82) 064-760-6411,33.2605367486343,126.498448566227,"['#실내', '#미술/박물관', '#비.눈', '#실내관광지', '#문화관광', '#박물관', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000020127&menuId=DOM_000001718000000000#p55
함덕잠수함(이고제주),제주특별자치도 제주시 조천읍 조함해안로 378,"잠수함과 요트를 한번에! 함덕잠수함은 타 잠수함과 달리 단지 몇개단만 내려가면 멋진 수중세계를 볼 수 있고, 위로 올라오면 요트처럼 푸른 바다를 경험할 수 있다. 자유롭게 수중과 수상을 이동할 수 있으며, 더욱이 가족, 연인 등 한 그룹씩만 이용하기 때문에 누구의 방해없이 안전하게 즐길 수 있다.","액티비티,부모,아이,함덕,체험,레저,체험,어린이,수상레저,어트랙션",별점(5점만점에 4점),조천읍 함덕리,(+82) 0507-1466-1334,33.5478023263429,126.656819296374,"['#액티비티', '#부모', '#아이', '#함덕', '#체험', '#레저/체험', '#어린이', '#수상레저', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000010477&menuId=DOM_000001718000000000#p55
함덕카페거리,제주특별자치도 제주시 조천읍 함덕리,"커피향을 가득 머금은 거리

제주시 동쪽에 위치한 함덕서우봉해변은 수심이 얕아 가족단위 피서지로 안성맞춤인 곳이며,
패사층이 넓게 이루어져 있는 해변이다. 맑고 투명한 바닷물이 넘실거리는 이곳을 지나
서우봉 산책로 방향으로 걷다 보면 커피 향이 가득한 함덕 카페거리를 볼 수 있다.","밤,커플,여름",별점(5점만점에 4점),조천읍 함덕리,(+82) --,33.5343347298539,126.66409595919,"['#밤', '#커플', '#여름']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000021525&menuId=DOM_000001718000000000#p55
해거름전망대,제주 제주시 한경면 판포리 1608,"바다 위 노을이 머무는 모습이 아름다운 전망대


해거름은 ‘해’와 ‘거르다’가 합쳐진 말로써 어떤 일을 새로 시작하기보다는 마무리를 지어야 하는 때를 가리킨다.

해거름 전망대는 시간에 관계없이 아름다운 경치를 자랑하지만 이름처럼 해가 져가는 때의 전망이 특히 아름답다.

낮은 언덕 위에 걸터앉은 듯한 건물에 오르면 눈앞에 펼쳐진 바다를 한눈에 담을 수 있는 전망대를 만날 수 있다.

전망대 앞에는 공원처럼 농구장, 족구장, 아이들이 뛰어 놀기 좋은 놀이터도 있어 친구, 연인, 가족 등 누구와 이곳을 찾든 상관없이 즐거운 시간을 보낼 수 있다.

카페가 운영되고 있어 시원하게 내려다보이는 바다를 보며 여유를 즐길 수 있다.","경관,포토,맑음,포토스팟,어트랙션",별점(5점만점에 4점),한경면 판포리,(+82) --,33.3700343170379,126.206166407325,"['#경관/포토', '#맑음', '#포토스팟', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000018654&menuId=DOM_000001718000000000#p55
해녀의 태왁,제주특별자치도 제주시 구좌읍 김송로 94,"김녕해녀할망과 함께 쏠폴게마씸!

2016년 유네스코 인류 무형 문화유산으로 정식 등재된 제주 해녀 문화.
이곳에서는 '태왁'을 직접 만들며 현직 해녀의 생생한 '물질' 이야기를 들을 수 있다.
'태왁'이란 해녀들이 바다에서 작업할 때 몸을 의지할 수 있게 해주는 뒤웅박으로, 바다에서 작업하는 해녀들에게는 생명줄과 같은 존재이다.
'태왁'을 만들며 제주에 대해 더 깊이 이해하고, 제주에서 이색적인 기념품을 남기기에 좋다.","체험관광,아이,사계절,어린이,어트랙션,무장애관광",별점(5점만점에 4점),구좌읍 김녕리,(+82) 064-782-6347,33.5429270399292,126.75456638454,"['#체험관광', '#아이', '#사계절', '#어린이', '#어트랙션', '#무장애관광']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000007252&menuId=DOM_000001718000000000#p55
행원육상양식단지,제주특별자치도 제주시 구좌읍 해맞이해안로 680-13,"월정리 해수욕장 주변 일몰을 보기 좋은 곳.
구좌읍의 행원육상양식단지는 바다와 오름, 풍차와 어우러진 노을을 감상할 수 있고, 산책로가 조성되어 일몰을 기다리며 잠시 걷기에도 좋다.","휴식,힐링,산책,해변",별점(5점만점에 4점),구좌읍 행원리,(+82),33.5595850993687,126.816338106867,"['#휴식/힐링', '#산책', '#해변']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000007919&menuId=DOM_000001718000000000#p55
화북비석거리,제주특별자치도 제주시 화북1동 4008,"예전 육지에서 제주로 들어오는 첫 관문인 화북포구에는 제주목사나 판관, 조방장 등의 지방관리들이 부임하거나 떠나며, 자신의 공적을 기념하고자 많은 비를 세웠는데 현재도 13개의 비석이 이곳에 남아 있다. 비석거리 앞 해안가에는 삼별초의 입도를 막기위해 해안선 3백리에 걸쳐 쌓은 환해장성이 있고 화북포구에는 해상안전을 기원하기 위해 만들어진 지방기념물 22호로 지정된 해신사가 있다. 비석거리에 서면 제주에 부임했던 조선시대 관리들의 발자국이 바다로 이어진 듯 한데 비석 하나하나마다 수백 년 세월에도 잊혀지지 않는 당시 사람들의 마음이 숨쉬고 있는 듯한 인상을 준다.","문화유적지,문화관광,역사유적",별점(5점만점에 4점),화북일동,(+82) 064-728-8662,33.5212210778459,126.559989000223,"['#문화유적지', '#문화관광', '#역사유적']",https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500700&menuId=DOM_000001718000000000#p55
훈데르트바서파크,제주특별자치도 제주시 우도면 우도해안길 32-12,"천혜 자연의 섬, 제주도 우도가 예술의 섬으로 탈바꿈했다. 세계적인 건축가 겸 환경운동가이자, 오스트리아를 대표하는 3대 화가 중 한 명인 ‘훈데르트바서’를 테마로 한 <훈데르트바서파크(HUNDERTWASSER PARK)>가 들어섰기 때문이다.

자연과 인간의 공존을 주장하던 훈데르트바서는 메마른 도시의 건축물에 생명력을 불어넣어 건축물 그 자체가 인간의 마음을 치유하는 도구가 될 수 있도록 힘써온 건축치료사다. 이를 따라, 훈데르트바서파크 역시 부지 내에서 자라던 1,600여 그루의 나무를 이전 식수했고, 그 결과 현재 훈데르트바서파크에는 파크가 들어서기 이전보다 더 많은 수목이 자라나고 있다. 그야말로 자연과 어우러져 하나를 이루는 자연속의 예술적인 파크, 내추럴 아티스틱 파크(Natural Artistic Park)가 탄생한 것이다.

훈데르트바서파크는 훈데르트바서의 일생과 작품들을 훈데르트바서식 건축물 안에서 오롯하게 관람하고 체험할 수 있는 대한민국 최초의 해외 유명 예술가 상설기념관 <훈데르트바서뮤지엄>, 신진 작가들의 작품을 선보이는 <우도갤러리>, 그리고 다양한 오리지널 굿즈를 만날 수 있는<파크 굿즈샵>으로 이루어져 있다.

훈데르트바서파크 옆에는 대지의 자연스러운 경사면을 따라 우도의 바다를 조망할 수 있도록 낮게 들어선 지중해풍 저층형 프리미엄 콘도미니엄 <훈데르트힐즈>, 성산일출봉을 화룡점정으로 시시각각 변하는 우도의 바다를 두 눈에 담을 수 있는 우도 최고의 뷰카페 <훈데르트윈즈>도 만나볼 수 있다. 이 곳에서만 맛볼 수 있는 시그니처 디저트 우도넛(U-DONUT)도 놓치면 안된다.

이외에도, 훈데르트힐즈 끝자락에 위치한 <카페 톨칸이>에서는 톨칸이 해변의 큰 바위 얼굴을 품은 절경을 만끽하며 여유로운 차 한 잔을 즐길 수 있고, 훈데르트힐즈 내부에 있는 캐주얼 다이닝 레스토랑 <말차이트>에서는 제주 특선 식재료 베이스의 현무암슈니첼, 톨칸이리조또, 뿔소라갈치속젓파스타 등의 이색적인 메뉴를 맛 볼 수 있다.","문화관광,건축문화기행,테마공원,포토스팟,관광지,무장애관광",별점(5점만점에 4점),우도면 연평리,(+82) 064-766-6000,33.4931582693186,126.955738014169,"['#문화관광', '#건축문화기행', '#테마공원', '#포토스팟', '#관광지', '#무장애관광']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000013150&menuId=DOM_000001718000000000#p55
 브랭섬홀아시아 아이스링크,제주특별자치도 서귀포시 대정읍 글로벌에듀로 234(3번게이트),"브랭섬홀 아시아 아이스링크는 제주 최초 국제 규격의 실내 아이스링크장으로, 총 면적 4,328㎡, 관람석 200여석을 구비하고 있는 올림픽 국제규격(가로60m 세로 30m)의 아이스링크장이다. 동시에 400명 이상의 이용객을 수용할 수 있는 소독 건조 시스템을 갖추고 있고, 스케이트화와 초보자나 아동을 위한 보행기 대여가 가능하다. (※헬멜과 보호대는 무료 이용가능)

이곳은 브랭섬홀 아시아 국제학교 학생들은 물론, 아이스링크를 쉽게 접하지 못했던 제주도민과 관광객들도 동계스포츠인 스피드 스케이팅, 피겨 스케이팅, 아이스 하키, 아이스핏 등의 다양한 프로그램을 즐길 수 있다. 자유이용 이외에 강습 프로그램도 준비되어 있으며, 대관과 단체 예약은 별도의 문의가 필요하며, 브랭섬홀아시아 아이스링크를 통해 제주도에서 빙상장을 즐기고 배워보자.","관광지,레저,체험,체험,어린이,실내관광지",별점(5점만점에 4점),대정읍 구억리,(+82) 064-900-1212,33.2899717861053,126.287264884162,"['#관광지', '#레저/체험', '#체험', '#어린이', '#실내관광지']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000014450&menuId=DOM_000001718000000000#p55
(주)제주해양레저 투명카약,제주특별자치도 제주시 애월읍 애월로1길 22,"아름다운 에메랄드빛 제주바다를 만끽하는 최고의 선택 바닥이 보이는 ""투명카약""

제주 월정해변 & 한담해변 투명카약(체험시간 20분)
이용시간은 별도로 지정되어 있지 않으며, 이용 예정일에 선착순으로 이용이 가능하다

<카약탑승시 유의사항>
 - 당일 체험은 매표 후 순서대로 체험 가능
 - 음주시 탑승 절대 불가
 - 안전상의 이유(침수, 전복)로 임산부 및 12개월 미만은 탑승불가
 - 12개월부터 만 15세(중학생)까지는 보호자 동반시에만 탑승가능
 - 귀중품(휴대폰, 카메라, 지갑 등)침수 또는 분실주의
 - 기상악화 시 탑승이 지연 또는 중단될 수 있음","해수욕장,액티비티,친구,커플,맑음,체험,레저,체험,해변,물놀이,수상레저,어트랙션",별점(5점만점에 4점),애월읍 애월리,(+82) 064-743-0051,33.4623287239726,126.310472392965,"['#해수욕장', '#액티비티', '#친구', '#커플', '#맑음', '#체험', '#레저/체험', '#해변', '#물놀이', '#수상레저', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022243&menuId=DOM_000001718000000000#p55
4·3해원방사탑,제주특별자치도 제주시 신산로 82,"4․3 해원방사탑(解寃防邪塔)은 1998년 4월 3일, 4․3 50주년을 맞아 「제50주년 제주4․3학술․문화사업추진위원회」(이하 추진위)에서 기념사업의 일환으로 세운 것이다. 

제주도에는 예로부터 마을 어느 한 방위에 불길한 징조가 비치거나, 풍수지리설에 따라 기운이 허하다고 믿는 곳에 액운을 막으려고 방사탑을 세웠다. 돌을 쌓아 만든 방사탑은 거욱대, 거왁이라고도 불렸으며, 마을의 안녕을 보장하고 수호하며 전염병과 화재예방, 해상안전과 아이를 낳게 하고 보호해준다고 여겼던 것이다. 이러한 제주도의 문화풍속에 따라 추진위에서는 4․3으로 인한 대규모 인명 및 물적 피해 그리고 공동체 파괴 등 무형의 피해를 재앙으로 간주해 해원방사탑을 쌓은 것이다.

추진위는 '4․3은 모든 제주인의 흉흉한 역사이다. 섬 공동체를 파괴해 버린 4․3은 어떤 일보다도 먼저 이를 극복하려는 염원의 방사탑을 세워야 했다. 이제 4․3 50주년을 맞는다. 불과 수년 전만 하더라도 4․3은 침묵의 역사였고 금기의 영역이었다. 제주도민의 회환의 가슴을 태웠던 4․3은 세계사로서 한반도의 비극이었다. 그러므로 제주도민들은 다시는 이땅에 이러한 비극이 재발되지 않도록 방사탑을 세워야 한다.'며 사업을 추진했다. 4․3해원방사탑은 하단의 폭 4m 높이 6m 50cm 규모로 세워졌다. 지금도 4․3관련 단체에서 참배를 하는가하면 매년 정기적으로 '방사탑제(防邪塔祭)'를 지내기도 한다. 1998년 쌓은 형태 그대로 제주시 신산공원 입구에 세워져 있다.","4,3,문화유적지,문화관광,제주4,3,역사유적,어트랙션",별점(별점없음),일도이동,(+82) --,33.5054858498659,126.534739597022,"['#4.3', '#문화유적지', '#문화관광', '#제주4.3', '#역사유적', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022851&menuId=DOM_000001718000000000#p56
513텐동,제주특별자치도 제주시 테우해안로 46,"513텐동은 내도동에 위치한 텐동 맛집이다.

오픈키친이라 조리과정과 튀김 꽃을 입히는 모습을 한눈에 볼 수 있어 믿고 먹을 수 있는 곳이다. 텐통 메뉴가 다양한데 513 텐동, 아사이 텐동, 에비 텐동 등 텐동에 들어가는 재료를 보고 선택하면 좋을 것 같다. 모든 텐동 메뉴에 밥과 소스를 무료로 추가 할 수 있다.

가게 안에는 바다를 보면서 식사할 수 있어서 창가 자리가 인기가 많다. 텐동 속에 들어있는 새우, 문어 김튀김 등 바삭한 튀김과 밥을 함께 즐겨보자. 반려동물과 동반할 수 있는 곳으로, 513텐동을 대표하는 반려견 ‘토토’가 있다.","냉우동,에이드,일식,반려동물,반려동물동반입장,텐동,식당,반려동물동반_식당카페,음식",별점(별점없음),내도동,(+82) 0507-1327-4345,33.4957675896913,126.439986583796,"['#냉우동', '#에이드', '#일식', '#반려동물', '#반려동물동반입장', '#텐동', '#식당', '#반려동물동반_식당카페', '#음식']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_200000000014191&menuId=DOM_000001718000000000#p56
998서프 삼양,제주특별자치도 제주시 선사로8길 33,"검은 모래 삼양바다에서 즐기는 서핑

998서핑은 검은 모래 해변이 아름다운 삼양해수욕장에서 파도에 몸을 맡기는 서핑 체험을 할 수 있는 곳이다. 공항에서 동쪽으로 가까운 서핑샵이라 접근성이 좋은 편. 남성 및 여성 개별 샤워실과 탈의실, 주차장 등 편의시설도 잘 갖춰져 있다. 서핑을 아예 모르는 초보자도 차근차근 배울 수 있도록 체계적으로 강습을 진행한다.","제주시내,삼양,서핑",별점(별점없음),삼양일동,(+82) 010-5166-0998,33.5268014297284,126.588621838011,"['#제주시내', '#삼양', '#서핑']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_300000000015832&menuId=DOM_000001718000000000#p56
9연대 본부 옛터,제주특별자치도 서귀포시 대정읍 상모리 3392-3,"국군의 전신이랄 수 있는 국방경비대 제9연대는 처음엔 향토연대로 1946년 11월 모슬포에서 창설됐다. 다음해 3월부터 제주도내 청년들을 대상으로 모병하여 1948년 4월까지 모두 8차례에 걸쳐 500여 명을 충원했다. 일제시기 일본군이 사용했던 오무라(大村)병사를 그대로 사용했다. 창설 초기 정치적 중립을 표방하나 1948년 초토화작전이 시행되면서 군경토벌대의 주축이 된다.


그 해 12월 29일, 여순사건을 진압한 2연대로 교체되기 전까지 9연대에는 많은 사건이 있었다. 1948년  4월 28일 소위 4․28평화회담의 주역인 김익렬 연대장이 미군정에 의해 해임되고 박진경 중령이 부임한다. 그리고 육지에서 창설된 11연대가 제주도로 진주하여 주둔하면서 9연대는 11연대로 편입된다. 1948년 5월 20일, 연대 병사 41명이 탈영하여 대정지서(당시 보성리 위치)를 습격한다. 이때 대정지서에서는 5명의 희생자와 2명의 부상자가 발생하였다. 6월 18일 박진경 연대장은 대령으로 승진하고 이날 피로연에서 부하인 문상길, 손선호 등에게 암살된다. 그 해 7월, 11연대가 다시 수원으로 돌아가고, 이후 송요찬이 연대장으로 부임하면서 9연대는 전도적으로 주둔지를 넓히고 2연대로 교체되기 전까지 제주도 토벌대의 핵심이 된다.


1949년 12월 28일 해병대가 진주에서 제주도로 이동하여, 제주읍과 모슬포에 나뉘어서 배치된다. 해병대의 주 활동은 4·3사건의 마무리였다. 도민 계몽활동을 비롯하여, 군의관의 무의촌 순회 진료, 도민들을 통하여 도로보수공사를 하는 등 적극적 원조에 나섰다. 그동안 진행 된 대토벌로 인한 군에 대한 경각심을 없애기 위해 해병대는 나름 도민을 대하는 규칙을 정하여 활동하였고, 신뢰심을 높여 갔다. 이런 와중에 많은 제주도 청년들이 해병대에 자원입대하기도 하였다.
 

1950년 7월 15일, 해병대 3개 중대가 우선 한국전쟁 참전을 위하여 제주항을 떠나 군산으로 이동하였다. 그리고 다음날 7월 16일에는 모슬포경찰서 관내 예비검속 관련 구금자 347명 중 60명이 해병대로 인계되어 집단학살 되었다(장소 미상, 경찰 자료). 그리고 동년 8월 20일(음력 7월 7일) 새벽 모슬포 주둔 해병 제3대대(대대장 김윤근 소령)에 의해 ‘섯알오름 대학살’이 진행되었다.


1950년 9월 해병대는 제주를 완전히 떠나게 되고 제주에서 훈련시킨 신병 3000여명(3,4기생. 여기에는 여자들도 포함되어 있어서 최초 여성군인이다)을 1개 연대와 독립 5대대로 편성하여 한국전쟁 당시 거창양민학살, 인천상륙과 서울탈환 등에서 중추적 역할을 하게 하였다.","4,3,문화유적지,문화관광,제주4,3,역사유적,어트랙션",별점(별점없음),대정읍 상모리,(+82) --,33.2308336103709,126.262690091467,"['#4.3', '#문화유적지', '#문화관광', '#제주4.3', '#역사유적', '#어트랙션']",https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022854&menuId=DOM_000001718000000000#p56
