관광지명,group_1,group_1_tag,group_2,group_2_tag,group_3,group_3_tag,group_4,group_4_tag,group_5,group_5_tag,Group,group1,group2,group3,group4,group5
평대우유차,1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],3.0,"['식당', '카페', '동반']",4.0,0,0,1,0,0
평대해변,4.0,"['자연', '경관', '친구', '커플']",8.0,"['경관', '포토', '커플', '자연', '스팟', '친구', '해변', '여름']",0.0,,4.0,"['커플', '친구', '해변', '여름']",3.0,"['해변', '경관', '자연']",8.0,0,1,0,0,0
평화통일 불사리탑,1.0,['맑음'],2.0,"['맑음', '관광']",2.0,"['관광', '문화']",2.0,"['관광', '맑음']",7.0,"['문화', '유적지', '관광', '역사', '유적', '맑음', '화관']",7.0,0,0,0,0,1
포브독,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['애견', '동반']",1.0,['동반'],2.0,0,0,0,1,0
폴개협동조합,1.0,['가족'],2.0,"['관광', '치유']",1.0,['관광'],2.0,"['체험', '관광']",1.0,['관광'],2.0,0,1,0,1,0
표선세화해안도로,1.0,['친구'],3.0,"['친구', '해변', '여름']",0.0,,3.0,"['친구', '해변', '여름']",1.0,['해변'],3.0,0,1,0,1,0
표선해수욕장,5.0,"['자연', '경관', '동반', '맑음', '커플']",10.0,"['경관', '커플', '자연', '맑음', '해변', '관광지', '여름', '관광', '무장애', '동반']",4.0,"['관광지', '관광', '동반', '무장애']",12.0,"['체험', '레저', '관광', '맑음', '커플', '수상', '관광지', '해변', '물놀이', '여름', '동반', '무장애']",6.0,"['관광', '해변', '경관', '맑음', '자연', '동반']",12.0,0,0,0,1,0
푸르곤,1.0,['동반'],1.0,['동반'],5.0,"['카페', '식당', '동반', '음식', '아메리카노']",1.0,['동반'],3.0,"['식당', '카페', '동반']",5.0,0,0,1,0,0
풋감마을 소길리 농어촌체험마을,3.0,"['도보', '친구', '커플']",4.0,"['커플', '친구', '관광', '사계절']",2.0,"['관광', '사계절']",6.0,"['체험', '관광', '마을', '커플', '친구', '산책']",1.0,['관광'],6.0,0,0,0,1,0
퓸퓸몽,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['애견', '동반']",1.0,['동반'],2.0,0,0,0,1,0
플라이오조,1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],4.0,"['식당', '카페', '동반', '치즈']",4.0,0,0,1,0,1
플레이스엉물,1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],3.0,"['식당', '카페', '동반']",4.0,0,0,1,0,0
플레이커피랩,1.0,['동반'],1.0,['동반'],4.0,"['카페', '라떼', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",4.0,0,0,1,0,0
필코 스튜디오,1.0,['맑음'],2.0,"['맑음', '어린이']",1.0,['어린이'],2.0,"['어린이', '맑음']",1.0,['맑음'],2.0,0,1,0,1,0
하고수동해변,5.0,"['자연', '경관', '친구', '맑음', '커플']",9.0,"['경관', '커플', '자연', '맑음', '휴식', '친구', '힐링', '해변', '여름']",0.0,,5.0,"['맑음', '커플', '친구', '해변', '여름']",4.0,"['해변', '경관', '맑음', '자연']",9.0,0,1,0,0,0
하늘오름펜션,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
하도리 철새도래지,3.0,"['자연', '경관', '맑음']",6.0,"['경관', '포토', '자연', '맑음', '스팟', '해변']",0.0,,2.0,"['맑음', '해변']",4.0,"['해변', '경관', '맑음', '자연']",6.0,0,1,0,0,0
하도어촌체험마을,3.0,"['경관', '러닝', '홀리데이인']",4.0,"['경관', '포토', '스팟', '관광']",1.0,['관광'],3.0,"['체험', '레저', '관광']",2.0,"['관광', '경관']",4.0,0,1,0,0,0
하도해변,4.0,"['자연', '경관', '맑음', '커플']",6.0,"['경관', '커플', '자연', '맑음', '해변', '여름']",0.0,,8.0,"['체험', '레저', '맑음', '커플', '수상', '해변', '물놀이', '여름']",4.0,"['해변', '경관', '맑음', '자연']",8.0,0,0,0,1,0
하멜기념비,1.0,['가을'],1.0,['관광'],2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
하예포구(예래포구),2.0,"['자연', '경관']",4.0,"['경관', '자연', '해변', '여름']",1.0,['문화'],2.0,"['해변', '여름']",8.0,"['문화', '유적지', '역사', '유적', '포구', '해변', '경관', '자연']",8.0,0,0,0,0,1
하이제주호텔,2.0,"['동반', '와이파이존']",1.0,['동반'],2.0,"['동반', '안전']",1.0,['동반'],1.0,['동반'],2.0,1,0,1,0,0
한담해변,5.0,"['자연', '경관', '맑음', '커플', '봄']",8.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '해변', '여름']",0.0,,4.0,"['맑음', '커플', '해변', '여름']",4.0,"['해변', '경관', '맑음', '자연']",8.0,0,1,0,0,0
한동환해장성,2.0,"['자연', '경관']",4.0,"['경관', '포토', '자연', '스팟']",1.0,['문화'],0.0,,6.0,"['문화', '유적지', '역사', '유적', '경관', '자연']",6.0,0,0,0,0,1
한라동물종합병원,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
한라마테우리,1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],3.0,"['식당', '카페', '동반']",4.0,0,0,1,0,0
한라산 아래 첫 마을,1.0,['경관'],5.0,"['경관', '포토', '스팟', '어린이', '관광']",2.0,"['관광', '어린이']",5.0,"['체험', '관광', '마을', '어린이', '산책']",2.0,"['관광', '경관']",5.0,0,1,0,1,0
한라산국립공원,5.0,"['걷기', '자연', '등산', '경관', '친구']",6.0,"['경관', '포토', '자연', '스팟', '친구', '사계절']",1.0,['사계절'],1.0,['친구'],2.0,"['경관', '자연']",6.0,0,1,0,0,0
한라산소갈비찜,1.0,['동반'],2.0,"['어린이', '동반']",4.0,"['카페', '식당', '동반', '어린이']",2.0,"['어린이', '동반']",3.0,"['식당', '카페', '동반']",4.0,0,0,1,0,0
한라산소주공장,1.0,['가을'],2.0,"['관광지', '관광']",3.0,"['실내', '관광지', '관광']",4.0,"['체험', '레저', '관광', '관광지']",1.0,['관광'],4.0,0,0,0,1,0
한라산어리목코스,7.0,"['걷기', '자연', '등산', '경관', '친구', '커플', '봄']",4.0,"['경관', '커플', '자연', '친구']",0.0,,3.0,"['체험', '커플', '친구']",2.0,"['경관', '자연']",7.0,1,0,0,0,0
한라산영실코스,5.0,"['자연', '경관', '오름', '친구', '커플']",8.0,"['경관', '포토', '커플', '자연', '스팟', '친구', '부모', '사계절']",1.0,['사계절'],3.0,"['체험', '커플', '친구']",2.0,"['경관', '자연']",8.0,0,1,0,0,0
한라생태숲,5.0,"['자연', '경관', '친구', '맑음', '커플']",12.0,"['경관', '커플', '자연', '맑음', '휴식', '친구', '힐링', '부모', '어린이', '관광지', '관광', '무장애']",4.0,"['관광지', '관광', '무장애', '어린이']",7.0,"['관광', '어린이', '맑음', '커플', '친구', '관광지', '무장애']",4.0,"['관광', '경관', '맑음', '자연']",12.0,0,1,0,0,0
한라수목원,3.0,"['자연', '경관', '맑음']",11.0,"['경관', '자연', '맑음', '휴식', '힐링', '부모', '어린이', '관광지', '여름', '관광', '무장애']",5.0,"['관광지', '관광', '무장애', '테마', '어린이']",6.0,"['관광', '어린이', '맑음', '관광지', '여름', '무장애']",4.0,"['관광', '경관', '맑음', '자연']",11.0,0,1,0,0,0
한라승마장,3.0,"['친구', '커플', '가을']",2.0,"['커플', '친구']",0.0,,5.0,"['체험', '레저', '커플', '친구', '승마']",0.0,,5.0,0,0,0,1,0
한라의향기,2.0,"['자연', '경관']",2.0,"['경관', '자연']",0.0,,1.0,['체험'],2.0,"['경관', '자연']",2.0,1,1,0,0,1
한림공원,3.0,"['동반', '맑음', '봄']",8.0,"['맑음', '휴식', '힐링', '어린이', '관광지', '관광', '무장애', '동반']",7.0,"['관광지', '관광', '동반', '무장애', '테마', '어린이', '안전']",6.0,"['관광', '어린이', '맑음', '관광지', '동반', '무장애']",3.0,"['관광', '맑음', '동반']",8.0,0,1,0,0,0
한림동물병원,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
한림항,1.0,['맑음'],1.0,['맑음'],0.0,,1.0,['맑음'],1.0,['맑음'],1.0,1,1,0,1,1
한림해안도로,5.0,"['자연', '경관', '친구', '커플', '올레']",4.0,"['경관', '커플', '자연', '친구']",0.0,,2.0,"['커플', '친구']",2.0,"['경관', '자연']",5.0,1,0,0,0,0
한형수정원,2.0,"['자연', '경관']",7.0,"['경관', '포토', '자연', '스팟', '힐링', '관광지', '관광']",3.0,"['관광지', '관광', '테마']",2.0,"['관광', '관광지']",3.0,"['관광', '경관', '자연']",7.0,0,1,0,0,0
한화리조트 제주,2.0,"['동반', '와이파이존']",1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,1,0,0,0,0
함덕백사장 & 서우봉,7.0,"['자연', '경관', '오름', '친구', '맑음', '커플', '봄']",9.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이', '해변', '여름']",2.0,"['문화', '어린이']",6.0,"['어린이', '맑음', '커플', '친구', '해변', '여름']",8.0,"['문화', '유적지', '역사', '유적', '해변', '경관', '맑음', '자연']",9.0,0,1,0,0,0
함덕야영장,4.0,"['자연', '경관', '맑음', '커플']",4.0,"['경관', '커플', '자연', '맑음']",0.0,,5.0,"['체험', '레저', '맑음', '커플', '캠핑']",3.0,"['경관', '맑음', '자연']",5.0,0,0,0,1,0
함덕카페거리,1.0,['커플'],2.0,"['커플', '여름']",0.0,,2.0,"['커플', '여름']",0.0,,2.0,0,1,0,1,0
함덕해수욕장,5.0,"['자연', '경관', '동반', '맑음', '봄']",10.0,"['경관', '자연', '맑음', '어린이', '해변', '관광지', '여름', '관광', '무장애', '동반']",5.0,"['관광지', '관광', '동반', '무장애', '어린이']",14.0,"['체험', '레저', '관광', '마을', '어린이', '맑음', '수상', '관광지', '산책', '해변', '물놀이', '여름', '동반', '무장애']",6.0,"['관광', '해변', '경관', '맑음', '자연', '동반']",14.0,0,0,0,1,0
항파두리항몽유적지,4.0,"['친구', '커플', '봄', '가을']",5.0,"['커플', '친구', '관광지', '관광', '무장애']",4.0,"['관광지', '관광', '무장애', '문화']",5.0,"['관광', '커플', '친구', '관광지', '무장애']",6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
해거름전망대,2.0,"['경관', '맑음']",4.0,"['경관', '포토', '맑음', '스팟']",0.0,,1.0,['맑음'],2.0,"['경관', '맑음']",4.0,0,1,0,0,0
해맑은동물병원,1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,['동반'],1.0,1,1,1,1,1
해맞이해안로,4.0,"['자연', '경관', '맑음', '커플']",5.0,"['경관', '커플', '자연', '맑음', '해변']",0.0,,3.0,"['맑음', '커플', '해변']",4.0,"['해변', '경관', '맑음', '자연']",5.0,0,1,0,0,0
해비치컨트리클럽제주,1.0,['맑음'],1.0,['맑음'],0.0,,3.0,"['체험', '레저', '맑음']",1.0,['맑음'],3.0,0,0,0,1,0
해빛,2.0,"['러닝', '홀리데이인']",3.0,"['힐링', '관광지', '관광']",2.0,"['관광지', '관광']",4.0,"['체험', '관광', '이색', '관광지']",1.0,['관광'],4.0,0,0,0,1,0
해품은체험농장,2.0,"['친구', '맑음']",5.0,"['맑음', '친구', '부모', '어린이', '관광']",2.0,"['관광', '어린이']",5.0,"['체험', '관광', '어린이', '맑음', '친구']",2.0,"['관광', '맑음']",5.0,0,1,0,1,0
해피애견놀이방,1.0,['동반'],1.0,['동반'],1.0,['동반'],2.0,"['애견', '동반']",1.0,['동반'],2.0,0,0,0,1,0
허브동산 미디어 파사드 (media facade),1.0,['커플'],4.0,"['커플', '관광지', '여름', '관광']",4.0,"['실내', '관광지', '관광', '테마']",4.0,"['관광', '커플', '관광지', '여름']",1.0,['관광'],4.0,0,1,1,1,0
현사포구,5.0,"['자연', '경관', '친구', '커플', '올레']",5.0,"['경관', '커플', '자연', '친구', '일몰']",0.0,,2.0,"['커플', '친구']",2.0,"['경관', '자연']",5.0,1,1,0,0,0
협재굴(한림공원),2.0,"['자연', '경관']",7.0,"['경관', '포토', '자연', '스팟', '부모', '관광', '무장애']",2.0,"['관광', '무장애']",2.0,"['관광', '무장애']",3.0,"['관광', '경관', '자연']",7.0,0,1,0,0,0
협재이길,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],4.0,"['식당', '카페', '동반', '치즈']",4.0,0,0,0,0,1
협재포구,5.0,"['자연', '경관', '친구', '맑음', '커플']",6.0,"['경관', '커플', '자연', '맑음', '친구', '해변']",0.0,,4.0,"['맑음', '커플', '친구', '해변']",5.0,"['포구', '해변', '경관', '맑음', '자연']",6.0,0,1,0,0,0
협재해물라면오빠네,1.0,['동반'],1.0,['동반'],4.0,"['카페', '식당', '동반', '음식']",1.0,['동반'],4.0,"['식당', '카페', '동반', '치즈']",4.0,0,0,1,0,1
협재해수욕장,4.0,"['자연', '경관', '동반', '맑음']",10.0,"['경관', '자연', '맑음', '어린이', '해변', '관광지', '여름', '관광', '일몰', '동반']",4.0,"['관광지', '관광', '동반', '어린이']",11.0,"['체험', '레저', '관광', '어린이', '맑음', '수상', '관광지', '해변', '물놀이', '여름', '동반']",6.0,"['관광', '해변', '경관', '맑음', '자연', '동반']",11.0,0,0,0,1,0
형제섬,4.0,"['자연', '경관', '친구', '커플']",9.0,"['경관', '포토', '커플', '자연', '스팟', '친구', '관광', '무장애', '일몰']",2.0,"['관광', '무장애']",4.0,"['관광', '커플', '친구', '무장애']",3.0,"['관광', '경관', '자연']",9.0,0,1,0,0,0
형제해안도로,2.0,"['맑음', '가을']",2.0,"['맑음', '해변']",0.0,,2.0,"['맑음', '해변']",2.0,"['해변', '맑음']",2.0,1,1,0,1,1
형제해안로전망대,5.0,"['경관', '친구', '맑음', '커플', '올레']",11.0,"['경관', '포토', '커플', '맑음', '스팟', '휴식', '친구', '힐링', '부모', '어린이', '해변']",1.0,['어린이'],5.0,"['어린이', '맑음', '커플', '친구', '해변']",3.0,"['해변', '경관', '맑음']",11.0,0,1,0,0,0
호루의한끼,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
혼인지,1.0,['맑음'],4.0,"['맑음', '관광지', '관광', '무장애']",4.0,"['관광지', '관광', '무장애', '문화']",4.0,"['관광', '맑음', '관광지', '무장애']",7.0,"['문화', '유적지', '관광', '역사', '유적', '맑음', '화관']",7.0,0,0,0,0,1
화순곶자왈생태탐방숲길,7.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '커플']",5.0,"['경관', '커플', '자연', '친구', '여름']",0.0,,3.0,"['커플', '친구', '여름']",2.0,"['경관', '자연']",7.0,1,0,0,0,0
화순금모래해수욕장,5.0,"['자연', '경관', '동반', '맑음', '커플']",10.0,"['경관', '커플', '자연', '맑음', '어린이', '해변', '관광지', '여름', '관광', '동반']",4.0,"['관광지', '관광', '동반', '어린이']",12.0,"['체험', '레저', '관광', '어린이', '맑음', '커플', '수상', '관광지', '해변', '물놀이', '여름', '동반']",6.0,"['관광', '해변', '경관', '맑음', '자연', '동반']",12.0,0,0,0,1,0
화순금모래해수욕장담수수영장,3.0,"['친구', '맑음', '커플']",6.0,"['커플', '맑음', '친구', '어린이', '해변', '여름']",1.0,['어린이'],9.0,"['체험', '레저', '어린이', '맑음', '커플', '친구', '해변', '물놀이', '여름']",2.0,"['해변', '맑음']",9.0,0,0,0,1,0
화순리 유채꽃길,8.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '맑음', '봄']",6.0,"['경관', '포토', '자연', '맑음', '스팟', '친구']",0.0,,2.0,"['맑음', '친구']",3.0,"['경관', '맑음', '자연']",8.0,1,0,0,0,0
환상숲 곶자왈공원,5.0,"['걷기', '자연', '등산', '경관', '커플']",4.0,"['경관', '커플', '자연', '치유']",1.0,['안전'],1.0,['커플'],2.0,"['경관', '자연']",5.0,1,0,0,0,0
황금굴(한림공원),3.0,"['자연', '경관', '친구']",10.0,"['경관', '포토', '자연', '스팟', '친구', '부모', '어린이', '여름', '관광', '무장애']",3.0,"['관광', '무장애', '어린이']",5.0,"['관광', '어린이', '친구', '여름', '무장애']",3.0,"['관광', '경관', '자연']",10.0,0,1,0,0,0
황금빅버거,1.0,['동반'],1.0,['동반'],3.0,"['카페', '식당', '동반']",1.0,['동반'],3.0,"['식당', '카페', '동반']",3.0,0,0,1,0,1
황우럭만화천국사회적협동조합,1.0,['친구'],3.0,"['친구', '어린이', '관광']",2.0,"['관광', '어린이']",4.0,"['체험', '관광', '어린이', '친구']",1.0,['관광'],4.0,0,0,0,1,0
황우지해안,5.0,"['자연', '경관', '친구', '맑음', '커플']",9.0,"['경관', '포토', '커플', '자연', '맑음', '스팟', '친구', '해변', '여름']",0.0,,8.0,"['체험', '레저', '맑음', '커플', '친구', '수상', '해변', '여름']",4.0,"['해변', '경관', '맑음', '자연']",9.0,0,1,0,0,0
황우지해안 열두굴,5.0,"['자연', '경관', '친구', '맑음', '커플']",6.0,"['경관', '커플', '자연', '맑음', '친구', '해변']",1.0,['문화'],4.0,"['맑음', '커플', '친구', '해변']",8.0,"['문화', '유적지', '역사', '유적', '해변', '경관', '맑음', '자연']",8.0,0,0,0,0,1
효명사,1.0,['경관'],5.0,"['경관', '포토', '스팟', '휴식', '힐링']",0.0,,0.0,,1.0,['경관'],5.0,0,1,0,0,0
후포해변,2.0,"['자연', '경관']",5.0,"['경관', '포토', '자연', '스팟', '해변']",0.0,,1.0,['해변'],3.0,"['해변', '경관', '자연']",5.0,0,1,0,0,0
휘닉스 아일랜드 제주,3.0,"['동반', '와이파이존', '가족']",4.0,"['어린이', '관광', '무장애', '동반']",4.0,"['관광', '동반', '무장애', '어린이']",4.0,"['관광', '어린이', '동반', '무장애']",2.0,"['관광', '동반']",4.0,0,1,1,1,0
휴림,2.0,"['친구', '커플']",4.0,"['커플', '친구', '부모', '어린이']",1.0,['어린이'],6.0,"['체험', '레저', '어린이', '커플', '친구', '캠핑']",0.0,,6.0,0,0,0,1,0
휴애리 자연생활공원,5.0,"['자연', '경관', '동반', '맑음', '봄']",10.0,"['경관', '자연', '맑음', '휴식', '힐링', '어린이', '관광지', '관광', '무장애', '동반']",7.0,"['관광지', '관광', '동반', '무장애', '테마', '어린이', '안전']",6.0,"['관광', '어린이', '맑음', '관광지', '동반', '무장애']",5.0,"['관광', '경관', '맑음', '자연', '동반']",10.0,0,1,0,0,0
 브랭섬홀아시아 아이스링크,0.0,,0.0,,4.0,"['실내', '관광지', '관광', '어린이']",5.0,"['체험', '레저', '관광', '어린이', '관광지']",1.0,['관광'],5.0,0,0,0,1,0
4·3해원방사탑,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
9연대 본부 옛터,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
THE WE,0.0,,0.0,,1.0,['관광'],1.0,['관광'],1.0,['관광'],1.0,0,0,1,1,1
가시림,0.0,,0.0,,1.0,['카페'],1.0,['체험'],1.0,['카페'],1.0,0,0,1,1,1
간세공방,0.0,,0.0,,2.0,"['실내', '사계절']",2.0,"['체험', '레저']",0.0,,2.0,0,0,1,1,0
감귤박물관,0.0,,0.0,,8.0,"['실내', '관광지', '관광', '박물관', '무장애', '미술', '문화', '겨울']",3.0,"['관광', '관광지', '무장애']",3.0,"['문화', '관광', '화관']",8.0,0,0,1,0,0
갓전시관[갓전수교육관],0.0,,0.0,,7.0,"['실내', '관광지', '관광', '박물관', '무장애', '미술', '사계절']",3.0,"['관광', '관광지', '무장애']",1.0,['관광'],7.0,0,0,1,0,0
갤러리2 중선농원,0.0,,0.0,,8.0,"['실내', '카페', '관광지', '관광', '박물관', '미술', '문화', '사계절']",2.0,"['관광', '관광지']",3.0,"['문화', '관광', '카페']",8.0,0,0,1,0,0
거인의 정원,0.0,,0.0,,5.0,"['실내', '카페', '관광지', '관광', '문화']",2.0,"['관광', '관광지']",4.0,"['문화', '관광', '카페', '화관']",5.0,0,0,1,0,0
건강장수마을 산양리 농어촌체험마을,0.0,,0.0,,3.0,"['관광', '사계절', '어린이']",5.0,"['체험', '관광', '마을', '어린이', '산책']",1.0,['관광'],5.0,0,0,0,1,0
고마워토토 아뜰리에,0.0,,0.0,,1.0,['음식'],1.0,['체험'],0.0,,1.0,0,0,1,1,0
고포잇다이브센터,0.0,,0.0,,2.0,"['관광지', '관광']",5.0,"['체험', '레저', '관광', '수상', '관광지']",1.0,['관광'],5.0,0,0,0,1,0
곤흘동(곤을동) 마을터,0.0,,0.0,,2.0,"['관광', '문화']",3.0,"['관광', '마을', '산책']",6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
곱뜨락아띠 향수공방,0.0,,0.0,,1.0,['관광'],2.0,"['체험', '관광']",1.0,['관광'],2.0,0,0,0,1,0
관음사 군 주둔지 옛터,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
그리스신화박물관 / 트릭아이미술관,0.0,,0.0,,9.0,"['실내', '관광지', '관광', '박물관', '무장애', '테마', '미술', '문화', '겨울']",3.0,"['관광', '관광지', '무장애']",3.0,"['문화', '관광', '화관']",9.0,0,0,1,0,0
금능석물원,0.0,,0.0,,6.0,"['실내', '관광지', '관광', '무장애', '테마', '안전']",3.0,"['관광', '관광지', '무장애']",1.0,['관광'],6.0,0,0,1,0,0
금룡사,0.0,,0.0,,4.0,"['실내', '관광', '문화', '사계절']",1.0,['관광'],3.0,"['문화', '관광', '화관']",4.0,0,0,1,0,0
금붕사,0.0,,0.0,,4.0,"['실내', '관광지', '관광', '문화']",3.0,"['체험', '관광', '관광지']",5.0,"['문화', '유적지', '관광', '역사', '유적']",5.0,0,0,0,0,1
김영수도서관,0.0,,0.0,,4.0,"['실내', '관광지', '관광', '문화']",2.0,"['관광', '관광지']",3.0,"['문화', '관광', '화관']",4.0,0,0,1,0,0
김택화미술관,0.0,,0.0,,5.0,"['실내', '관광지', '관광', '미술', '문화']",2.0,"['관광', '관광지']",3.0,"['문화', '관광', '화관']",5.0,0,0,1,0,0
김한미술관 & 카페3206,0.0,,0.0,,6.0,"['실내', '관광지', '관광', '박물관', '미술', '문화']",2.0,"['관광', '관광지']",3.0,"['문화', '관광', '화관']",6.0,0,0,1,0,0
꿈바당 어린이도서관,0.0,,0.0,,3.0,"['관광', '문화', '어린이']",2.0,"['관광', '어린이']",3.0,"['문화', '관광', '화관']",3.0,0,0,1,0,1
낙선동 4.3성,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
남두연대,0.0,,0.0,,3.0,"['관광', '문화', '어린이']",2.0,"['관광', '어린이']",6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
넥슨컴퓨터박물관,0.0,,0.0,,9.0,"['실내', '관광지', '관광', '박물관', '무장애', '테마', '문화', '겨울', '안전']",3.0,"['관광', '관광지', '무장애']",3.0,"['문화', '관광', '화관']",9.0,0,0,1,0,0
노을해안1014,0.0,,0.0,,2.0,"['관광지', '관광']",4.0,"['체험', '레저', '관광', '관광지']",1.0,['관광'],4.0,0,0,0,1,0
다랑쉬굴,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
다랑쉬마을,0.0,,0.0,,2.0,"['관광', '문화']",3.0,"['관광', '마을', '산책']",6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
다이나믹메이즈,0.0,,0.0,,7.0,"['실내', '관광지', '관광', '테마', '어린이', '겨울', '안전']",5.0,"['체험', '레저', '관광', '어린이', '관광지']",1.0,['관광'],7.0,0,0,1,0,0
대림리선돌,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
대유ATV수렵사격랜드,0.0,,0.0,,3.0,"['실내', '관광지', '관광']",3.0,"['체험', '관광', '관광지']",1.0,['관광'],3.0,0,0,1,1,0
대정면 4.3사건 위령비,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
도령모루,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
동계 정온 유허비,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
동복환해장성,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
라신동,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
라온주 실내체험동물원,0.0,,0.0,,5.0,"['실내', '관광지', '관광', '테마', '어린이']",4.0,"['체험', '관광', '어린이', '관광지']",1.0,['관광'],5.0,0,0,1,0,0
렛츠런팜제주,0.0,,0.0,,4.0,"['관광', '무장애', '테마', '어린이']",3.0,"['관광', '어린이', '무장애']",1.0,['관광'],4.0,0,0,1,0,0
롯데호텔 브이스파,0.0,,0.0,,1.0,['겨울'],1.0,['체험'],0.0,,1.0,0,0,1,1,0
마녀의언덕,0.0,,0.0,,1.0,['라떼'],0.0,,0.0,,1.0,0,0,1,0,0
마라도기원정사,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
명월성지,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
목시물굴,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
목장카페 밭디,0.0,,0.0,,3.0,"['카페', '관광', '사계절']",2.0,"['체험', '관광']",2.0,"['관광', '카페']",3.0,0,0,1,0,0
무민랜드,0.0,,0.0,,9.0,"['실내', '관광지', '관광', '박물관', '테마', '미술', '문화', '어린이', '안전']",3.0,"['관광', '어린이', '관광지']",3.0,"['문화', '관광', '화관']",9.0,0,0,1,0,0
무비랜드왁스뮤지엄,0.0,,0.0,,4.0,"['실내', '관광지', '관광', '박물관']",2.0,"['관광', '관광지']",1.0,['관광'],4.0,0,0,1,0,0
묵리처녀당,0.0,,0.0,,2.0,"['관광', '문화']",1.0,['관광'],6.0,"['문화', '유적지', '관광', '역사', '유적', '화관']",6.0,0,0,0,0,1
묵리해안쉼터,0.0,,0.0,,2.0,"['관광', '문화']",2.0,"['관광', '해변']",7.0,"['문화', '유적지', '관광', '역사', '유적', '해변', '화관']",7.0,0,0,0,0,1
