관광지명,Group1,Group1_tag,group1_1,group1_1_tag,group1_2,group1_2_tag,Group2,Group2_tag,group2_1,group2_1_tag,group2_2,group2_2_tag,Group3,Group3_tag,group3_1,group3_1_tag,group3_2,group3_2_tag,Group4,Group4_tag,group4_1,group4_1_tag,group4_2,group4_2_tag,group4_3,group4_3_tag,Group5,Group5_tag,group5_1,group5_1_tag,group5_2,group5_2_tag
1112도로,1.0,"['자연', '경관']",0.0,,0.0,,1.0,"['경관', '자연']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"['경관', '자연']",0.0,,1.0,"['경관', '자연']"
minagrooming(미나그루밍),1.0,['동반'],0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,
가마오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
가메오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '맑음']",1.0,"['걷기', '등산', '오름']",0.0,"['맑음', '오름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
가문이오름(감은이오름),1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플', '가을']",1.0,"['가을', '오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
가세오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
각시바우오름,1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
감수굴 밭담길,1.0,"['도보', '걷기', '자연', '등산', '경관', '맑음']",1.0,"['걷기', '등산']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
개오름,1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
개오리오름,1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
거린오름 (북오름),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
거문오름(UNESCO 세계자연유산),1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
거슨새미오름,1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플', '가을']",1.0,"['가을', '오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
거친오름,1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
걸서악오름,1.0,"['도보', '자연', '경관', '오름', '친구', '맑음']",0.0,"['오름', '친구']",1.0,"['맑음', '오름', '친구']",1.0,"['경관', '포토', '자연', '맑음', '스팟', '친구']",1.0,"['포토', '스팟', '맑음']",0.0,"['친구', '맑음']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
고근산(고공산),1.0,"['걷기', '자연', '등산', '경관', '오름', '맑음']",1.0,"['걷기', '등산', '오름']",0.0,"['맑음', '오름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
"고내봉(고내오름,고니오름,망오름)",1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '맑음', '봄']",1.0,"['걷기', '등산', '봄', '오름']",0.0,"['맑음', '오름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
고려민박,1.0,"['동반', '바비큐', '와이파이존']",0.0,,1.0,['동반'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
고살리숲길,1.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '맑음']",1.0,"['걷기', '등산', '친구']",0.0,"['맑음', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
곶자왈,1.0,"['도보', '걷기', '자연', '등산', '경관', '친구', '봄', '가을']",1.0,"['걷기', '등산', '봄', '가을', '친구']",0.0,['친구'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
광령귤나무,1.0,"['자연', '경관']",0.0,,0.0,,1.0,"['경관', '자연']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"['경관', '자연']",0.0,,1.0,"['경관', '자연']"
구좌해안로,1.0,"['걷기', '등산', '맑음']",1.0,"['걷기', '등산']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
"군산(군산오름,코메오름)",1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '맑음', '가을']",1.0,"['걷기', '등산', '가을', '오름', '친구']",0.0,"['맑음', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
그림그리는펜션,1.0,"['동반', '바비큐', '와이파이존', '보호', '단체', '가족']",0.0,,1.0,"['동반', '보호', '가족', '단체']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
금능이큐스테이호텔,1.0,['동반'],0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,
금악오름(왕매),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '커플', '가을']",1.0,"['걷기', '등산', '가을', '오름', '커플']",0.0,"['커플', '오름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
기독교순례길 1코스(순종의길),1.0,"['도보', '걷기', '등산', '봄', '가을']",1.0,"['걷기', '등산', '봄', '가을']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
기독교순례길 2코스(순교의길),1.0,"['도보', '걷기', '등산', '봄', '가을']",1.0,"['걷기', '등산', '봄', '가을']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
기독교순례길 3코스(사명의길),1.0,"['도보', '걷기', '봄', '가을']",1.0,"['걷기', '봄', '가을']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
기독교순례길 4코스(화해의길),1.0,"['도보', '걷기', '등산', '봄', '가을']",1.0,"['걷기', '등산', '봄', '가을']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
김녕 지질트레일,1.0,"['걷기', '자연', '등산', '경관', '친구', '맑음', '커플', '가을']",1.0,"['걷기', '등산', '가을', '친구', '커플']",0.0,"['맑음', '커플', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
납읍난대림 금산공원,1.0,"['걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
내창트레킹,1.0,"['걷기', '자연', '등산', '경관', '친구', '맑음']",1.0,"['걷기', '등산', '친구']",0.0,"['맑음', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
노을해안로,1.0,"['걷기', '자연', '등산', '경관', '가을']",1.0,"['걷기', '등산', '가을']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
누운오름(한림읍),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구']",1.0,"['걷기', '등산', '오름', '친구']",0.0,"['오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
느지리오름(망오름),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '맑음']",1.0,"['걷기', '등산', '오름']",0.0,"['맑음', '오름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
다랑쉬오름(월랑봉),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '가을']",1.0,"['걷기', '등산', '가을', '오름', '친구']",0.0,"['오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
달중이네펫호텔,1.0,['동반'],0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,
닭머르해안길,1.0,"['도보', '걷기', '등산', '맑음', '가을']",1.0,"['걷기', '등산', '가을']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
"당산봉(당오름,차귀오름)",1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '가을']",1.0,"['걷기', '등산', '가을', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
당오름,1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
당오름(안덕면),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
당오름(한경면),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '맑음', '가을']",1.0,"['걷기', '등산', '가을', '오름']",0.0,"['맑음', '오름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
"대수산봉(큰물뫼,물미오름)",1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",1.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
더칠린,1.0,['동반'],0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,
도리미오름,1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",1.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
독자봉,1.0,"['자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",1.0,"['경관', '커플', '자연', '맑음', '친구', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
돈대산,1.0,"['자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
돈대산산림휴양산책로,1.0,"['걷기', '자연', '등산', '경관', '맑음']",1.0,"['걷기', '등산']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
돔박이오름 (동박악),1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플', '가을']",1.0,"['가을', '오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
돔베낭길,1.0,"['도보', '걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
동거문이오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '동반']",1.0,"['걷기', '등산', '오름']",0.0,"['동반', '오름']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
동백동산,1.0,"['걷기', '자연', '등산', '경관', '맑음', '봄']",1.0,"['걷기', '등산', '봄']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
동알오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
돛오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
두맹이골목,1.0,"['걷기', '자연', '등산', '경관', '봄']",1.0,"['걷기', '등산', '봄']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
두산봉(말미오름),1.0,"['도보', '자연', '경관', '오름', '친구', '동반', '커플', '봄']",1.0,"['봄', '오름', '친구', '커플']",1.0,"['동반', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
둔지봉,1.0,"['걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
뒤굽은이오름,1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
들렁모루 산책길,1.0,"['도보', '걷기', '자연', '등산', '경관', '맑음', '가을']",1.0,"['걷기', '등산', '가을']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
디어마이프렌즈,1.0,['동반'],0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,
따라비오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름', '친구', '동반', '가을']",1.0,"['걷기', '등산', '가을', '오름', '친구']",0.0,"['동반', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
라이프동물병원,1.0,['동반'],0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,
라임오렌지빌,1.0,"['동반', '바비큐', '가족']",0.0,,1.0,"['동반', '가족']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
레프트핸더 게스트하우스,1.0,"['동반', '와이파이존', '보호']",0.0,,1.0,"['동반', '보호']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
렛츠런팜 양귀비꽃,1.0,"['맑음', '봄']",1.0,['봄'],1.0,['맑음'],1.0,"['맑음', '어린이']",0.0,['맑음'],1.0,"['맑음', '어린이']",1.0,"['테마', '어린이']",0.0,,1.0,"['테마', '어린이']",1.0,"['어린이', '맑음']",1.0,"['어린이', '맑음']",1.0,"['맑음', '어린이']",0.0,,0.0,,0.0,,0.0,
루씨쏜 아뜰리에,1.0,"['러닝', '홀리데이인', '가을']",1.0,['가을'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
리빙스톤펜션,1.0,"['동반', '바비큐', '단체', '가족']",0.0,,1.0,"['동반', '가족', '단체']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
리틀화이트,1.0,['동반'],0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,
마녀의언덕 펜션,1.0,"['동반', '바비큐', '단체']",0.0,,1.0,"['동반', '단체']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
마레카펜션,1.0,"['동반', '바비큐', '보호', '단체']",0.0,,1.0,"['동반', '보호', '단체']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
마복이오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
마오름(한경),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
망장포,1.0,"['자연', '경관', '친구', '커플']",1.0,"['친구', '커플']",1.0,"['커플', '친구']",1.0,"['경관', '커플', '자연', '친구']",0.0,['커플'],1.0,"['커플', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
머체왓숲길,1.0,"['도보', '걷기', '자연', '경관', '커플', '봄']",1.0,"['걷기', '봄', '커플']",0.0,['커플'],1.0,"['경관', '커플', '자연', '관광', '무장애', '치유']",1.0,"['관광', '무장애', '커플']",1.0,"['커플', '치유', '관광']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
명상가의집,1.0,"['동반', '와이파이존']",0.0,,1.0,['동반'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
모구리오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
모라이,1.0,"['걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
모슬봉 (모슬개오름),1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",1.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
몽몽까까,1.0,['동반'],0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],0.0,,0.0,,1.0,['동반'],1.0,['동반'],1.0,['동반'],0.0,
묘산봉 (괴살메),1.0,"['자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
무릉곶자왈,1.0,"['도보', '걷기', '자연', '등산', '경관', '가을']",1.0,"['걷기', '등산', '가을']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
문도지오름 (문돗지),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
문석이오름 [출입제한 - 자연휴식년제 적용 중],1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
물뫼힐링팜,1.0,"['자연', '경관', '러닝', '홀리데이인']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
물영아리오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
물찻오름 [출입제한 - 자연휴식년제 적용 중],1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
"미악산 (턥오름, 쌀오름, 솔오름)",1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",1.0,"['경관', '커플', '자연', '맑음', '친구', '부모', '어린이']",0.0,"['맑음', '커플']",1.0,"['커플', '친구', '맑음', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
민속해안로,1.0,"['걷기', '등산', '맑음']",1.0,"['걷기', '등산']",0.0,['맑음'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
민오름(구좌읍),1.0,"['도보', '자연', '경관', '오름', '친구', '커플']",1.0,"['오름', '친구', '커플']",1.0,"['커플', '오름', '친구']",1.0,"['경관', '커플', '자연', '친구', '부모', '어린이']",0.0,['커플'],1.0,"['커플', '친구', '부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
민오름(봉개동),1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
민오름(오라동),1.0,"['도보', '자연', '경관', '오름', '친구', '맑음', '커플']",0.0,"['오름', '친구', '커플']",1.0,"['맑음', '커플', '오름', '친구']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
바다스케치,1.0,"['동반', '바비큐', '와이파이존', '보호', '단체', '가족']",0.0,,1.0,"['동반', '보호', '가족', '단체']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
바람모루,1.0,"['걷기', '자연', '등산', '경관']",1.0,"['걷기', '등산']",0.0,,1.0,"['경관', '자연', '부모', '어린이']",0.0,,1.0,"['부모', '어린이']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
바산올레 애견동반 펜션,1.0,"['자연', '경관', '동반', '바비큐', '와이파이존', '보호', '단체', '가족']",0.0,,1.0,"['동반', '보호', '가족', '단체']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
바우하우스,1.0,"['동반', '바비큐', '와이파이존', '보호', '가족']",0.0,,1.0,"['동반', '보호', '가족']",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
발이오름,1.0,"['도보', '걷기', '자연', '등산', '경관', '오름']",1.0,"['걷기', '등산', '오름']",0.0,['오름'],0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
